PERSON_ID,FIRST_NAME,LAST_NAME,DISPLAY_FIRST_LAST,DISPLAY_LAST_COMMA_FIRST,DISPLAY_FI_LAST,PLAYER_SLUG,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,GAMES_PLAYED_CURRENT_SEASON_FLAG,TEAM_ID,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CODE,TEAM_CITY,PLAYERCODE,FROM_YEAR,TO_YEAR,DLEAGUE_FLAG,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG
711,Jerry,Stackhouse,Jerry Stackhouse,"Stackhouse, Jerry",J. Stackhouse,jerry-stackhouse,1974-11-05T00:00:00,North Carolina,USA,North Carolina/USA,6-6,218.0,19,42.0,Forward,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,jerry_stackhouse,1995.0,2012.0,N,Y,Y,1995,1,3,N
739,Rasheed,Wallace,Rasheed Wallace,"Wallace, Rasheed",R. Wallace,rasheed-wallace,1974-09-17T00:00:00,North Carolina,USA,North Carolina/USA,6-11,230.0,16,,Forward-Center,Inactive,N,0,,,,,rasheed_wallace,1995.0,2012.0,N,Y,Y,1995,1,4,N
708,Kevin,Garnett,Kevin Garnett,"Garnett, Kevin",K. Garnett,kevin-garnett,1976-05-19T00:00:00,Farragut Academy HS (IL),USA,Farragut Academy HS (IL)/USA,6-11,240.0,22,21.0,Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,kevin_garnett,1995.0,2015.0,N,Y,Y,1995,1,5,Y
735,Bryant,Reeves,Bryant Reeves,"Reeves, Bryant",B. Reeves,bryant-reeves,1973-06-08T00:00:00,Oklahoma State,USA,Oklahoma State/USA,7-0,290.0,6,50.0,Center,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,bryant_reeves,1995.0,2000.0,N,Y,Y,1995,1,6,N
757,Damon,Stoudamire,Damon Stoudamire,"Stoudamire, Damon",D. Stoudamire,damon-stoudamire,1973-09-03T00:00:00,Arizona,USA,Arizona/USA,5-10,171.0,14,3.0,Guard,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,damon_stoudamire,1995.0,2007.0,N,Y,Y,1995,1,7,N
704,Shawn,Respert,Shawn Respert,"Respert, Shawn",S. Respert,shawn-respert,1972-02-06T00:00:00,Michigan State,USA,Michigan State/USA,6-1,195.0,4,,Guard,Inactive,N,0,,,,,shawn_respert,1995.0,1998.0,N,Y,Y,1995,1,8,N
709,Ed,O'Bannon,Ed O'Bannon,"O'Bannon, Ed",E. O'Bannon,ed-obannon,1972-08-14T00:00:00,UCLA,USA,UCLA/USA,6-8,222.0,1,,Forward,Inactive,N,0,,,,,ed_o'bannon,1995.0,1996.0,N,Y,Y,1995,1,9,N
703,Kurt,Thomas,Kurt Thomas,"Thomas, Kurt",K. Thomas,kurt-thomas,1972-10-04T00:00:00,TCU,USA,TCU/USA,6-9,240.0,18,,Forward,Inactive,N,0,,,,,kurt_thomas,1995.0,2012.0,N,Y,Y,1995,1,10,N
947,Allen,Iverson,Allen Iverson,"Iverson, Allen",A. Iverson,allen-iverson,1975-06-07T00:00:00,Georgetown,USA,Georgetown/USA,6-0,165.0,15,3.0,Guard,Inactive,N,1610612755,76ers,PHI,sixers,Philadelphia,allen_iverson,1996.0,2009.0,N,Y,Y,1996,1,1,Y
948,Marcus,Camby,Marcus Camby,"Camby, Marcus",M. Camby,marcus-camby,1974-03-22T00:00:00,Massachusetts,USA,Massachusetts/USA,6-11,240.0,18,23.0,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,marcus_camby,1996.0,2012.0,N,Y,Y,1996,1,2,N
949,Shareef,Abdur-Rahim,Shareef Abdur-Rahim,"Abdur-Rahim, Shareef",S. Abdur-Rahim,shareef-abdur-rahim,1976-12-11T00:00:00,California,USA,California/USA,6-9,245.0,13,3.0,Forward,Inactive,N,1610612763,Grizzlies,VAN,grizzlies,Vancouver,shareef_abdur-rahim,1996.0,2007.0,N,Y,Y,1996,1,3,N
950,Stephon,Marbury,Stephon Marbury,"Marbury, Stephon",S. Marbury,stephon-marbury,1977-02-20T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-2,205.0,14,8.0,Guard,Inactive,N,1610612752,Knicks,NYK,knicks,New York,stephon_marbury,1996.0,2008.0,N,Y,Y,1996,1,4,N
951,Ray,Allen,Ray Allen,"Allen, Ray",R. Allen,ray-allen,1975-07-20T00:00:00,Connecticut,USA,Connecticut/USA,6-5,205.0,18,34.0,Guard,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,ray_allen,1996.0,2013.0,N,Y,Y,1996,1,5,Y
952,Antoine,Walker,Antoine Walker,"Walker, Antoine",A. Walker,antoine-walker,1976-08-12T00:00:00,Kentucky,USA,Kentucky/USA,6-9,245.0,13,24.0,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,antoine_walker,1996.0,2007.0,Y,Y,Y,1996,1,6,N
953,Lorenzen,Wright,Lorenzen Wright,"Wright, Lorenzen",L. Wright,lorenzen-wright,1975-11-04T00:00:00,Memphis,USA,Memphis/USA,6-11,255.0,14,55.0,Forward-Center,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,lorenzen_wright,1996.0,2008.0,N,Y,Y,1996,1,7,N
954,Kerry,Kittles,Kerry Kittles,"Kittles, Kerry",K. Kittles,kerry-kittles,1974-06-12T00:00:00,Villanova,USA,Villanova/USA,6-5,185.0,9,,Guard,Inactive,N,0,,,,,kerry_kittles,1996.0,2004.0,N,Y,Y,1996,1,8,N
955,Samaki,Walker,Samaki Walker,"Walker, Samaki",S. Walker,samaki-walker,1976-02-25T00:00:00,Louisville,USA,Louisville/USA,6-9,260.0,11,,Forward,Inactive,N,0,,,,,samaki_walker,1996.0,2005.0,N,Y,Y,1996,1,9,N
956,Erick,Dampier,Erick Dampier,"Dampier, Erick",E. Dampier,erick-dampier,1975-07-14T00:00:00,Mississippi State,USA,Mississippi State/USA,6-11,265.0,17,25.0,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,erick_dampier,1996.0,2011.0,N,Y,Y,1996,1,10,N
1495,Tim,Duncan,Tim Duncan,"Duncan, Tim",T. Duncan,tim-duncan,1976-04-25T00:00:00,Wake Forest,US Virgin Islands,Wake Forest/US Virgin Islands,6-11,250.0,20,21.0,Center-Forward,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,tim_duncan,1997.0,2015.0,N,Y,Y,1997,1,1,Y
1496,Keith,Van Horn,Keith Van Horn,"Van Horn, Keith",K. Van Horn,keith-van-horn,1975-10-23T00:00:00,Utah,USA,Utah/USA,6-10,245.0,10,2.0,Forward,Inactive,N,1610612751,Nets,NJN,nets,New Jersey,keith_van horn,1997.0,2005.0,N,Y,Y,1997,1,2,N
1497,Chauncey,Billups,Chauncey Billups,"Billups, Chauncey",C. Billups,chauncey-billups,1976-09-25T00:00:00,Colorado,USA,Colorado/USA,6-3,210.0,17,1.0,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,chauncey_billups,1997.0,2013.0,N,Y,Y,1997,1,3,N
1498,Antonio,Daniels,Antonio Daniels,"Daniels, Antonio",A. Daniels,antonio-daniels,1975-03-19T00:00:00,Bowling Green,USA,Bowling Green/USA,6-4,205.0,14,22.0,Guard,Inactive,N,1610612759,Spurs,SAS,spurs,San Antonio,antonio_daniels,1997.0,2010.0,Y,Y,Y,1997,1,4,N
1499,Tony,Battie,Tony Battie,"Battie, Tony",T. Battie,tony-battie,1976-02-11T00:00:00,Texas Tech,USA,Texas Tech/USA,6-11,240.0,15,4.0,Center,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,tony_battie,1997.0,2011.0,N,Y,Y,1997,1,5,N
1500,Ron,Mercer,Ron Mercer,"Mercer, Ron",R. Mercer,ron-mercer,1976-05-18T00:00:00,Kentucky,USA,Kentucky/USA,6-7,215.0,9,,Guard-Forward,Inactive,N,0,,,,,ron_mercer,1997.0,2004.0,N,Y,Y,1997,1,6,N
1501,Tim,Thomas,Tim Thomas,"Thomas, Tim",T. Thomas,tim-thomas,1977-02-26T00:00:00,Villanova,USA,Villanova/USA,6-10,240.0,14,7.0,Forward,Inactive,N,1610612749,Bucks,MIL,bucks,Milwaukee,tim_thomas,1997.0,2009.0,N,Y,Y,1997,1,7,N
1502,Adonal,Foyle,Adonal Foyle,"Foyle, Adonal",A. Foyle,adonal-foyle,1975-03-09T00:00:00,Colgate,St. Vincent & Grenadines,Colgate/St. Vincent & Grenadines,6-10,270.0,13,31.0,Center,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,adonal_foyle,1997.0,2009.0,N,Y,Y,1997,1,8,N
1503,Tracy,McGrady,Tracy McGrady,"McGrady, Tracy",T. McGrady,tracy-mcgrady,1979-05-24T00:00:00,Mount Zion Christian Academy (NC),USA,Mount Zion Christian Academy (NC)/USA,6-8,225.0,17,1.0,Guard-Forward,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,tracy_mcgrady,1997.0,2012.0,N,Y,Y,1997,1,9,N
1504,Danny,Fortson,Danny Fortson,"Fortson, Danny",D. Fortson,danny-fortson,1976-03-27T00:00:00,Cincinnati,USA,Cincinnati/USA,6-8,260.0,10,21.0,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,danny_fortson,1997.0,2006.0,N,Y,Y,1997,1,10,N
1709,Michael,Olowokandi,Michael Olowokandi,"Olowokandi, Michael",M. Olowokandi,michael-olowokandi,1975-04-03T00:00:00,Pacific,Nigeria,Pacific/Nigeria,7-0,270.0,10,41.0,Center,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,michael_olowokandi,1998.0,2006.0,N,Y,Y,1998,1,1,N
1710,Mike,Bibby,Mike Bibby,"Bibby, Mike",M. Bibby,mike-bibby,1978-05-13T00:00:00,Arizona,USA,Arizona/USA,6-2,195.0,15,20.0,Guard,Inactive,N,1610612758,Kings,SAC,kings,Sacramento,mike_bibby,1998.0,2011.0,N,Y,Y,1998,1,2,N
1711,Raef,LaFrentz,Raef LaFrentz,"LaFrentz, Raef",R. LaFrentz,raef-lafrentz,1976-05-29T00:00:00,Kansas,USA,Kansas/USA,6-11,240.0,11,9.0,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,raef_lafrentz,1998.0,2008.0,N,Y,Y,1998,1,3,N
1712,Antawn,Jamison,Antawn Jamison,"Jamison, Antawn",A. Jamison,antawn-jamison,1976-06-12T00:00:00,North Carolina,USA,North Carolina/USA,6-9,235.0,16,,Forward,Inactive,N,0,,,,,antawn_jamison,1998.0,2013.0,N,Y,Y,1998,1,4,N
1713,Vince,Carter,Vince Carter,"Carter, Vince",V. Carter,vince-carter,1977-01-26T00:00:00,North Carolina,USA,North Carolina/USA,6-6,220.0,23,15.0,Guard-Forward,Inactive,N,1610612761,Raptors,TOR,raptors,Toronto,vince_carter,1998.0,2019.0,N,Y,Y,1998,1,5,N
1714,Robert,Traylor,Robert Traylor,"Traylor, Robert",R. Traylor,robert-traylor,1977-02-01T00:00:00,Michigan,USA,Michigan/USA,6-8,284.0,8,32.0,Forward-Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,robert_traylor,1998.0,2004.0,N,Y,Y,1998,1,6,N
1715,Jason,Williams,Jason Williams,"Williams, Jason",J. Williams,jason-williams,1975-11-18T00:00:00,Florida,USA,Florida/USA,6-1,180.0,12,,Guard,Inactive,N,0,,,,,jason_williams,1998.0,2010.0,N,Y,Y,1998,1,7,N
1716,Larry,Hughes,Larry Hughes,"Hughes, Larry",L. Hughes,larry-hughes,1979-01-23T00:00:00,St. Louis,USA,St. Louis/USA,6-5,185.0,13,,Guard,Inactive,N,0,,,,,larry_hughes,1998.0,2011.0,N,Y,Y,1998,1,8,N
1717,Dirk,Nowitzki,Dirk Nowitzki,"Nowitzki, Dirk",D. Nowitzki,dirk-nowitzki,1978-06-19T00:00:00,DJK Wurzburg,Germany,DJK Wurzburg/Germany,7-0,245.0,22,41.0,Forward,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,dirk_nowitzki,1998.0,2018.0,N,Y,Y,1998,1,9,Y
1718,Paul,Pierce,Paul Pierce,"Pierce, Paul",P. Pierce,paul-pierce,1977-10-13T00:00:00,Kansas,USA,Kansas/USA,6-7,235.0,20,34.0,Forward,Inactive,N,1610612738,Celtics,BOS,celtics,Boston,paul_pierce,1998.0,2016.0,N,Y,Y,1998,1,10,Y
1882,Elton,Brand,Elton Brand,"Brand, Elton",E. Brand,elton-brand,1979-03-11T00:00:00,Duke,USA,Duke/USA,6-9,254.0,18,42.0,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,elton_brand,1999.0,2015.0,N,Y,Y,1999,1,1,N
1883,Steve,Francis,Steve Francis,"Francis, Steve",S. Francis,steve-francis,1977-02-21T00:00:00,Maryland,USA,Maryland/USA,6-3,210.0,10,3.0,Guard,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,steve_francis,1999.0,2007.0,N,Y,Y,1999,1,2,N
1884,Baron,Davis,Baron Davis,"Davis, Baron",B. Davis,baron-davis,1979-04-13T00:00:00,UCLA,USA,UCLA/USA,6-3,212.0,14,85.0,Guard,Inactive,N,1610612766,Hornets,CHH,hornets,Charlotte,baron_davis,1999.0,2011.0,Y,Y,Y,1999,1,3,N
1885,Lamar,Odom,Lamar Odom,"Odom, Lamar",L. Odom,lamar-odom,1979-11-06T00:00:00,Rhode Island,USA,Rhode Island/USA,6-10,230.0,15,,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,lamar_odom,1999.0,2013.0,N,Y,Y,1999,1,4,N
1886,Jonathan,Bender,Jonathan Bender,"Bender, Jonathan",J. Bender,jonathan-bender,1981-01-30T00:00:00,Picayune HS (MS),USA,Picayune HS (MS)/USA,7-0,230.0,9,9.0,Forward,Inactive,N,1610612754,Pacers,IND,pacers,Indiana,jonathan_bender,1999.0,2009.0,N,Y,Y,1999,1,5,N
1887,Wally,Szczerbiak,Wally Szczerbiak,"Szczerbiak, Wally",W. Szczerbiak,wally-szczerbiak,1977-03-05T00:00:00,Miami (Ohio),USA,Miami (Ohio)/USA,6-7,240.0,11,10.0,Guard-Forward,Inactive,N,1610612750,Timberwolves,MIN,timberwolves,Minnesota,wally_szczerbiak,1999.0,2008.0,N,Y,Y,1999,1,6,N
1888,Richard,Hamilton,Richard Hamilton,"Hamilton, Richard",R. Hamilton,richard-hamilton,1978-02-14T00:00:00,Connecticut,USA,Connecticut/USA,6-7,193.0,15,32.0,Guard,Inactive,N,1610612765,Pistons,DET,pistons,Detroit,richard_hamilton,1999.0,2012.0,N,Y,Y,1999,1,7,N
1889,Andre,Miller,Andre Miller,"Miller, Andre",A. Miller,andre-miller,1976-03-19T00:00:00,Utah,USA,Utah/USA,6-3,200.0,18,24.0,Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,andre_miller,1999.0,2015.0,N,Y,Y,1999,1,8,N
1890,Shawn,Marion,Shawn Marion,"Marion, Shawn",S. Marion,shawn-marion,1978-05-07T00:00:00,UNLV,USA,UNLV/USA,6-7,228.0,16,31.0,Guard-Forward,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,shawn_marion,1999.0,2014.0,N,Y,Y,1999,1,9,N
1891,Jason,Terry,Jason Terry,"Terry, Jason",J. Terry,jason-terry,1977-09-15T00:00:00,Arizona,USA,Arizona/USA,6-2,185.0,19,3.0,Guard,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,jason_terry,1999.0,2017.0,N,Y,Y,1999,1,10,N
2030,Kenyon,Martin,Kenyon Martin,"Martin, Kenyon",K. Martin,kenyon-martin,1977-12-30T00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,225.0,15,,Forward,Inactive,N,0,,,,,kenyon_martin,2000.0,2014.0,N,Y,Y,2000,1,1,N
2031,Stromile,Swift,Stromile Swift,"Swift, Stromile",S. Swift,stromile-swift,1979-11-21T00:00:00,Louisiana State,USA,Louisiana State/USA,6-10,220.0,10,4.0,Forward-Center,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,stromile_swift,2000.0,2008.0,N,Y,Y,2000,1,2,N
2032,Darius,Miles,Darius Miles,"Miles, Darius",D. Miles,darius-miles,1981-10-09T00:00:00,No College,USA,East St. Louis HS (IL)/USA,6-9,235.0,8,3.0,Forward,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,darius_miles,2000.0,2008.0,N,Y,Y,2000,1,3,N
2033,Marcus,Fizer,Marcus Fizer,"Fizer, Marcus",M. Fizer,marcus-fizer,1978-08-10T00:00:00,Iowa State,USA,Iowa State/USA,,,6,,,Inactive,N,0,,,,,marcus_fizer,2000.0,2007.0,Y,Y,Y,2000,1,4,N
2034,Mike,Miller,Mike Miller,"Miller, Mike",M. Miller,mike-miller,1980-02-19T00:00:00,Florida,USA,Florida/USA,6-8,218.0,18,3.0,Guard-Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,mike_miller,2000.0,2016.0,N,Y,Y,2000,1,5,N
2035,DerMarr,Johnson,DerMarr Johnson,"Johnson, DerMarr",D. Johnson,dermarr-johnson,1980-05-05T00:00:00,Cincinnati,USA,Cincinnati/USA,6-9,210.0,8,1.0,Forward-Guard,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,dermarr_johnson,2000.0,2007.0,Y,Y,Y,2000,1,6,N
2036,Chris,Mihm,Chris Mihm,"Mihm, Chris",C. Mihm,chris-mihm,1979-07-16T00:00:00,Texas,USA,Texas/USA,7-0,265.0,9,4.0,Center,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,chris_mihm,2000.0,2008.0,N,Y,Y,2000,1,7,N
2037,Jamal,Crawford,Jamal Crawford,"Crawford, Jamal",J. Crawford,jamal-crawford,1980-03-20T00:00:00,Michigan,USA,Michigan/USA,6-5,200.0,21,1.0,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,LA,jamal_crawford,2000.0,2019.0,N,Y,Y,2000,1,8,N
2038,Joel,Przybilla,Joel Przybilla,"Przybilla, Joel",J. Przybilla,joel-przybilla,1979-10-10T00:00:00,Minnesota,USA,Minnesota/USA,7-1,245.0,14,10.0,Center,Inactive,N,1610612757,Trail Blazers,POR,blazers,Portland,joel_przybilla,2000.0,2012.0,N,Y,Y,2000,1,9,N
2039,Keyon,Dooling,Keyon Dooling,"Dooling, Keyon",K. Dooling,keyon-dooling,1980-05-08T00:00:00,Missouri,USA,Missouri/USA,6-3,195.0,14,55.0,Guard,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,keyon_dooling,2000.0,2012.0,Y,Y,Y,2000,1,10,N
2198,Kwame,Brown,Kwame Brown,"Brown, Kwame",K. Brown,kwame-brown,1982-03-10T00:00:00,Glynn Academy HS (GA),USA,Glynn Academy HS (GA)/USA,6-11,290.0,13,54.0,Center,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,kwame_brown,2001.0,2012.0,N,Y,Y,2001,1,1,N
2199,Tyson,Chandler,Tyson Chandler,"Chandler, Tyson",T. Chandler,tyson-chandler,1982-10-02T00:00:00,Dominguez HS (CA),USA,Dominguez HS (CA)/USA,7-0,235.0,20,6.0,Center,Inactive,N,1610612752,Knicks,NYK,knicks,New York,tyson_chandler,2001.0,2019.0,N,Y,Y,2001,1,2,N
2200,Pau,Gasol,Pau Gasol,"Gasol, Pau",P. Gasol,pau-gasol,1980-07-06T00:00:00,FC Barcelona,Spain,FC Barcelona/Germany,7-0,250.0,19,16.0,Center-Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,pau_gasol,2001.0,2018.0,N,Y,Y,2001,1,3,N
2201,Eddy,Curry,Eddy Curry,"Curry, Eddy",E. Curry,eddy-curry,1982-12-05T00:00:00,Thornwood HS (IL),USA,Thornwood HS (IL)/USA,7-0,295.0,11,,Center,Inactive,N,0,,,,,eddy_curry,2001.0,2012.0,N,Y,Y,2001,1,4,N
2202,Jason,Richardson,Jason Richardson,"Richardson, Jason",J. Richardson,jason-richardson,1981-01-20T00:00:00,Michigan State,USA,Michigan State/USA,6-6,225.0,14,23.0,Guard,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,jason_richardson,2001.0,2014.0,N,Y,Y,2001,1,5,N
2203,Shane,Battier,Shane Battier,"Battier, Shane",S. Battier,shane-battier,1978-09-09T00:00:00,Duke,USA,Duke/USA,6-8,220.0,13,31.0,Forward,Inactive,N,1610612763,Grizzlies,MEM,grizzlies,Memphis,shane_battier,2001.0,2013.0,N,Y,Y,2001,1,6,N
2204,Eddie,Griffin,Eddie Griffin,"Griffin, Eddie",E. Griffin,eddie-griffin,1982-05-30T00:00:00,Seton Hall,USA,Seton Hall/USA,6-9,222.0,5,,Forward,Inactive,N,0,,,,,eddie_griffin,2001.0,2006.0,N,Y,Y,2001,1,7,N
2205,DeSagana,Diop,DeSagana Diop,"Diop, DeSagana",D. Diop,desagana-diop,1982-01-30T00:00:00,Oak Hill Academy (VA),Senegal,Oak Hill Academy (VA)/Senegal,7-0,280.0,13,2.0,Center,Inactive,N,1610612742,Mavericks,DAL,mavericks,Dallas,desagana_diop,2001.0,2012.0,N,Y,Y,2001,1,8,N
2206,Rodney,White,Rodney White,"White, Rodney",R. White,rodney-white,1980-06-28T00:00:00,North Carolina-Charlotte,USA,North Carolina-Charlotte/USA,6-9,230.0,5,3.0,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,rodney_white,2001.0,2004.0,N,Y,Y,2001,1,9,N
2207,Joe,Johnson,Joe Johnson,"Johnson, Joe",J. Johnson,joe-johnson,1981-06-29T00:00:00,Arkansas,USA,Arkansas/USA,6-7,240.0,18,,Guard-Forward,Inactive,N,0,,,,,joe_johnson,2001.0,2021.0,N,Y,Y,2001,1,10,N
2397,Yao,Ming,Yao Ming,Yao Ming,Yao,yao-ming,1980-09-12T00:00:00,Shanghai,China,Shanghai/China,7-6,310.0,9,11.0,Center,Inactive,N,1610612745,Rockets,HOU,rockets,Houston,ming_yao,2002.0,2010.0,N,Y,Y,2002,1,1,N
2398,Jay,Williams,Jay Williams,"Williams, Jay",J. Williams,jay-williams,1981-09-10T00:00:00,Duke,USA,Duke/USA,6-2,195.0,1,22.0,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,jay_williams,2002.0,2002.0,Y,Y,Y,2002,1,2,N
2399,Mike,Dunleavy,Mike Dunleavy,"Dunleavy, Mike",M. Dunleavy,mike-dunleavy,1980-09-15T00:00:00,Duke,USA,Duke/USA,6-9,230.0,16,34.0,Guard-Forward,Inactive,N,1610612744,Warriors,GSW,warriors,Golden State,mike_dunleavy,2002.0,2016.0,N,Y,Y,2002,1,3,N
2400,Drew,Gooden,Drew Gooden,"Gooden, Drew",D. Gooden,drew-gooden,1981-09-24T00:00:00,Kansas,USA,Kansas/USA,6-10,250.0,15,90.0,Forward,Inactive,N,1610612739,Cavaliers,CLE,cavaliers,Cleveland,drew_gooden,2002.0,2015.0,N,Y,Y,2002,1,4,N
2401,Nikoloz,Tskitishvili,Nikoloz Tskitishvili,"Tskitishvili, Nikoloz",N. Tskitishvili,nikoloz-tskitishvili,1983-04-14T00:00:00,Benetton Treviso,Georgia,Benetton Treviso/Georgia,7-0,225.0,5,15.0,Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,nikoloz_tskitishvili,2002.0,2005.0,N,Y,Y,2002,1,5,N
2402,Dajuan,Wagner,Dajuan Wagner,"Wagner, Dajuan",D. Wagner,dajuan-wagner,1983-02-04T00:00:00,Memphis,USA,Memphis/USA,6-3,200.0,4,,Guard,Inactive,N,0,,,,,dajuan_wagner,2002.0,2006.0,N,Y,Y,2002,1,6,N
2403,,Nene,Nene,Nene,Nene,-nene,1982-09-13T00:00:00,Vasco de Gama,Brazil,Vasco de Gama/Brazil,6-11,250.0,18,42.0,Center-Forward,Inactive,N,1610612743,Nuggets,DEN,nuggets,Denver,nene_hilario,2002.0,2018.0,N,Y,Y,2002,1,7,N
2404,Chris,Wilcox,Chris Wilcox,"Wilcox, Chris",C. Wilcox,chris-wilcox,1982-09-03T00:00:00,Maryland,USA,Maryland/USA,6-10,235.0,12,44.0,Forward-Center,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,chris_wilcox,2002.0,2012.0,N,Y,Y,2002,1,8,N
2405,Amar'e,Stoudemire,Amar'e Stoudemire,"Stoudemire, Amar'e",A. Stoudemire,amare-stoudemire,1982-11-16T00:00:00,Cypress Creek HS (FL),USA,Cypress Creek HS (FL)/USA,6-10,245.0,15,5.0,Forward-Center,Inactive,N,1610612756,Suns,PHX,suns,Phoenix,amar'e_stoudemire,2002.0,2015.0,N,Y,Y,2002,1,9,N
2406,Caron,Butler,Caron Butler,"Butler, Caron",C. Butler,caron-butler,1980-03-13T00:00:00,Connecticut,USA,Connecticut/USA,6-7,228.0,15,31.0,Forward,Inactive,N,1610612764,Wizards,WAS,wizards,Washington,caron_butler,2002.0,2015.0,N,Y,Y,2002,1,10,N
2544,LeBron,James,LeBron James,"James, LeBron",L. James,lebron-james,1984-12-30T00:00:00,St. Vincent-St. Mary HS (OH),USA,St. Vincent-St. Mary HS (OH)/USA,6-9,250.0,21,23.0,Forward,Active,Y,1610612747,Lakers,LAL,lakers,Los Angeles,lebron_james,2003.0,2024.0,N,Y,Y,2003,1,1,Y
2545,Darko,Milicic,Darko Milicic,"Milicic, Darko",D. Milicic,darko-milicic,1985-06-20T00:00:00,Hemoform,Serbia,Hemoform/Serbia,7-0,275.0,10,,Center,Inactive,N,0,,,,,darko_milicic,2003.0,2012.0,N,Y,Y,2003,1,2,N
2546,Carmelo,Anthony,Carmelo Anthony,"Anthony, Carmelo",C. Anthony,carmelo-anthony,1984-05-29T00:00:00,Syracuse,USA,Syracuse/USA,6-7,238.0,20,7.0,Forward,Inactive,N,1610612747,Lakers,LAL,lakers,Los Angeles,carmelo_anthony,2003.0,2021.0,N,Y,Y,2003,1,3,Y
2547,Chris,Bosh,Chris Bosh,"Bosh, Chris",C. Bosh,chris-bosh,1984-03-24T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-11,235.0,14,1.0,Forward,Inactive,N,1610612748,Heat,MIA,heat,Miami,chris_bosh,2003.0,2016.0,N,Y,Y,2003,1,4,N
2548,Dwyane,Wade,Dwyane Wade,"Wade, Dwyane",D. Wade,dwyane-wade,1982-01-17T00:00:00,Marquette,USA,Marquette/USA,6-4,220.0,17,3.0,Guard,Inactive,N,1610612748,Heat,MIA,heat,Miami,dwyane_wade,2003.0,2018.0,N,Y,Y,2003,1,5,Y
2549,Chris,Kaman,Chris Kaman,"Kaman, Chris",C. Kaman,chris-kaman,1982-04-28T00:00:00,Central Michigan,USA,Central Michigan/USA,7-0,265.0,14,35.0,Center,Inactive,N,1610612746,Clippers,LAC,clippers,Los Angeles,chris_kaman,2003.0,2015.0,N,Y,Y,2003,1,6,N
2550,Kirk,Hinrich,Kirk Hinrich,"Hinrich, Kirk",K. Hinrich,kirk-hinrich,1981-01-02T00:00:00,Kansas,USA,Kansas/USA,6-4,190.0,14,12.0,Guard,Inactive,N,1610612741,Bulls,CHI,bulls,Chicago,kirk_hinrich,2003.0,2015.0,N,Y,Y,2003,1,7,N
